tree,benchmark,run,unit,successes,episodes,success_rate,source
starVLA,libero,libero_gr00t_arm_plain_bare,libero_10,80,100,0.80000000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_gr00t_arm_plain_bare/results/libero/overall_results.json
starVLA,libero,libero_gr00t_arm_plain_bare,libero_goal,91,100,0.91000000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_gr00t_arm_plain_bare/results/libero/overall_results.json
starVLA,libero,libero_gr00t_arm_plain_bare,libero_object,100,100,1.00000000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_gr00t_arm_plain_bare/results/libero/overall_results.json
starVLA,libero,libero_gr00t_arm_plain_bare,libero_spatial,92,100,0.92000000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_gr00t_arm_plain_bare/results/libero/overall_results.json
starVLA,libero,libero_gr00t_arm_plain_ft,libero_10,91,100,0.91000000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_gr00t_arm_plain_ft/results/libero/overall_results.json
starVLA,libero,libero_gr00t_arm_plain_ft,libero_goal,99,100,0.99000000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_gr00t_arm_plain_ft/results/libero/overall_results.json
starVLA,libero,libero_gr00t_arm_plain_ft,libero_object,100,100,1.00000000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_gr00t_arm_plain_ft/results/libero/overall_results.json
starVLA,libero,libero_gr00t_arm_plain_ft,libero_spatial,100,100,1.00000000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_gr00t_arm_plain_ft/results/libero/overall_results.json
starVLA,libero,libero_gr00t_arm_vitft,libero_10,81,100,0.81000000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_gr00t_arm_vitft/results/libero/overall_results.json
starVLA,libero,libero_gr00t_arm_vitft,libero_goal,89,100,0.89000000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_gr00t_arm_vitft/results/libero/overall_results.json
starVLA,libero,libero_gr00t_arm_vitft,libero_object,98,100,0.98000000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_gr00t_arm_vitft/results/libero/overall_results.json
starVLA,libero,libero_gr00t_arm_vitft,libero_spatial,94,100,0.94000000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_gr00t_arm_vitft/results/libero/overall_results.json
starVLA,libero,libero_pi_arm_maskft,libero_10,77,100,0.77000000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_pi_arm_maskft/results/libero/overall_results.json
starVLA,libero,libero_pi_arm_maskft,libero_goal,87,100,0.87000000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_pi_arm_maskft/results/libero/overall_results.json
starVLA,libero,libero_pi_arm_maskft,libero_object,98,100,0.98000000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_pi_arm_maskft/results/libero/overall_results.json
starVLA,libero,libero_pi_arm_maskft,libero_spatial,96,100,0.96000000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_pi_arm_maskft/results/libero/overall_results.json
starVLA,libero,libero_qwen08b_base,libero_10,189,200,0.94500000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_qwen08b_base/results/libero/overall_results.json
starVLA,libero,libero_qwen08b_base,libero_goal,199,200,0.99500000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_qwen08b_base/results/libero/overall_results.json
starVLA,libero,libero_qwen08b_base,libero_object,200,200,1.00000000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_qwen08b_base/results/libero/overall_results.json
starVLA,libero,libero_qwen08b_base,libero_spatial,196,200,0.98000000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_qwen08b_base/results/libero/overall_results.json
starVLA,libero,libero_qwen08b_base_16chunk,libero_10,178,200,0.89000000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_qwen08b_base_16chunk/results/libero/overall_results.json
starVLA,libero,libero_qwen08b_base_16chunk,libero_goal,198,200,0.99000000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_qwen08b_base_16chunk/results/libero/overall_results.json
starVLA,libero,libero_qwen08b_base_16chunk,libero_object,200,200,1.00000000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_qwen08b_base_16chunk/results/libero/overall_results.json
starVLA,libero,libero_qwen08b_base_16chunk,libero_spatial,191,202,0.94554455,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_qwen08b_base_16chunk/results/libero/overall_results.json
starVLA,libero,libero_qwen08b_gr00t_cot_trace_ours,libero_10,142,170,0.83529412,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_qwen08b_gr00t_cot_trace_ours/results/libero/overall_results.json
starVLA,libero,libero_qwen08b_gr00t_cot_trace_ours,libero_goal,156,170,0.91764706,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_qwen08b_gr00t_cot_trace_ours/results/libero/overall_results.json
starVLA,libero,libero_qwen08b_gr00t_cot_trace_ours,libero_object,164,170,0.96470588,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_qwen08b_gr00t_cot_trace_ours/results/libero/overall_results.json
starVLA,libero,libero_qwen08b_gr00t_cot_trace_ours,libero_spatial,152,170,0.89411765,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_qwen08b_gr00t_cot_trace_ours/results/libero/overall_results.json
starVLA,libero,libero_qwen08b_oft_cot_trace_det,libero_10,176,200,0.88000000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_qwen08b_oft_cot_trace_det/results/libero/overall_results.json
starVLA,libero,libero_qwen08b_oft_cot_trace_det,libero_goal,193,200,0.96500000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_qwen08b_oft_cot_trace_det/results/libero/overall_results.json
starVLA,libero,libero_qwen08b_oft_cot_trace_det,libero_object,474,487,0.97330595,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_qwen08b_oft_cot_trace_det/results/libero/overall_results.json
starVLA,libero,libero_qwen08b_oft_cot_trace_det,libero_spatial,740,882,0.83900227,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_qwen08b_oft_cot_trace_det/results/libero/overall_results.json
starVLA,libero,libero_qwen08b_oft_cot_trace_ours,libero_object,181,200,0.90500000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_qwen08b_oft_cot_trace_ours/results/libero/overall_results.json
starVLA,libero,libero_qwen08b_oft_cot_trace_ours_ft,libero_10,157,200,0.78500000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_qwen08b_oft_cot_trace_ours_ft/results/libero/overall_results.json
starVLA,libero,libero_qwen08b_oft_cot_trace_ours_ft,libero_goal,180,200,0.90000000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_qwen08b_oft_cot_trace_ours_ft/results/libero/overall_results.json
starVLA,libero,libero_qwen08b_oft_cot_trace_ours_ft,libero_object,327,350,0.93428571,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_qwen08b_oft_cot_trace_ours_ft/results/libero/overall_results.json
starVLA,libero,libero_qwen08b_oft_cot_trace_ours_ft,libero_spatial,326,351,0.92877493,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_qwen08b_oft_cot_trace_ours_ft/results/libero/overall_results.json
starVLA,libero,libero_qwen08b_oldmix,libero_10,189,300,0.63000000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_qwen08b_oldmix/results/libero/overall_results.json
starVLA,libero,libero_qwen08b_warmup1k,libero_10,259,500,0.51800000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_qwen08b_warmup1k/results/libero/overall_results.json
starVLA,libero-maskfix,ervla_k_pi_cam3d_cot05,libero_10,31,100,0.31000000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_k_pi_cam3d_cot05/results/libero-maskfix/overall_results.json
starVLA,libero-maskfix,ervla_k_pi_cam3d_cot05,libero_goal,26,100,0.26000000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_k_pi_cam3d_cot05/results/libero-maskfix/overall_results.json
starVLA,libero-maskfix,ervla_k_pi_cam3d_cot05,libero_object,44,100,0.44000000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_k_pi_cam3d_cot05/results/libero-maskfix/overall_results.json
starVLA,libero-maskfix,ervla_k_pi_cam3d_cot05,libero_spatial,41,100,0.41000000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_k_pi_cam3d_cot05/results/libero-maskfix/overall_results.json
starVLA,libero-object-ood-source-target-4cm,libero_qwen08b_base_16chunk,libero_object,133,200,0.66500000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_qwen08b_base_16chunk/results/libero-object-ood-source-target-4cm/overall_results.json
starVLA,libero-object-ood-source-target-4cm,libero_qwen08b_oft_cot_trace_det,libero_object,110,200,0.55000000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_qwen08b_oft_cot_trace_det/results/libero-object-ood-source-target-4cm/overall_results.json
starVLA,libero-object-ood-source-target-4cm,libero_qwen08b_oft_cot_trace_ours_ft,libero_object,112,200,0.56000000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_qwen08b_oft_cot_trace_ours_ft/results/libero-object-ood-source-target-4cm/overall_results.json
starVLA,libero-plus,1229_libero4in1_qwen35oft,overall,0,0,nan,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/1229_libero4in1_qwen35oft/results/libero-plus/overall_results.json
starVLA,libero-plus,ablate_cotw1_corrupt,libero_10,163,256,0.63671875,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ablate_cotw1_corrupt/results/libero-plus/overall_results.json
starVLA,libero-plus,ablate_cotw1_corrupt,libero_goal,192,287,0.66898955,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ablate_cotw1_corrupt/results/libero-plus/overall_results.json
starVLA,libero-plus,ablate_cotw1_corrupt,libero_object,215,256,0.83984375,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ablate_cotw1_corrupt/results/libero-plus/overall_results.json
starVLA,libero-plus,ablate_cotw1_corrupt,libero_spatial,303,354,0.85593220,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ablate_cotw1_corrupt/results/libero-plus/overall_results.json
starVLA,libero-plus,ablate_cotw1_corrupt,libero_10,163,256,0.63671875,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ablate_cotw1_corrupt/results/libero-plus/libero_10/overall_results.json
starVLA,libero-plus,ablate_cotw1_corrupt,libero_goal,192,287,0.66898955,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ablate_cotw1_corrupt/results/libero-plus/libero_goal/overall_results.json
starVLA,libero-plus,ablate_cotw1_corrupt,libero_object,215,256,0.83984375,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ablate_cotw1_corrupt/results/libero-plus/libero_object/overall_results.json
starVLA,libero-plus,ablate_cotw1_corrupt,libero_spatial,303,354,0.85593220,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ablate_cotw1_corrupt/results/libero-plus/libero_spatial/overall_results.json
starVLA,libero-plus,ablate_cotw1_nocot,libero_10,171,256,0.66796875,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ablate_cotw1_nocot/results/libero-plus/overall_results.json
starVLA,libero-plus,ablate_cotw1_nocot,libero_goal,193,287,0.67247387,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ablate_cotw1_nocot/results/libero-plus/overall_results.json
starVLA,libero-plus,ablate_cotw1_nocot,libero_object,218,256,0.85156250,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ablate_cotw1_nocot/results/libero-plus/overall_results.json
starVLA,libero-plus,ablate_cotw1_nocot,libero_spatial,293,354,0.82768362,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ablate_cotw1_nocot/results/libero-plus/overall_results.json
starVLA,libero-plus,ablate_cotw1_nocot,libero_10,171,256,0.66796875,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ablate_cotw1_nocot/results/libero-plus/libero_10/overall_results.json
starVLA,libero-plus,ablate_cotw1_nocot,libero_goal,193,287,0.67247387,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ablate_cotw1_nocot/results/libero-plus/libero_goal/overall_results.json
starVLA,libero-plus,ablate_cotw1_nocot,libero_object,218,256,0.85156250,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ablate_cotw1_nocot/results/libero-plus/libero_object/overall_results.json
starVLA,libero-plus,ablate_cotw1_nocot,libero_spatial,293,354,0.82768362,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ablate_cotw1_nocot/results/libero-plus/libero_spatial/overall_results.json
starVLA,libero-plus,ervla_a_causal,libero_10,34,64,0.53125000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_a_causal/results/libero-plus/overall_results.json
starVLA,libero-plus,ervla_a_causal,libero_goal,50,64,0.78125000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_a_causal/results/libero-plus/overall_results.json
starVLA,libero-plus,ervla_a_causal,libero_object,50,64,0.78125000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_a_causal/results/libero-plus/overall_results.json
starVLA,libero-plus,ervla_a_causal,libero_spatial,43,64,0.67187500,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_a_causal/results/libero-plus/overall_results.json
starVLA,libero-plus,ervla_a_causal,libero_10,34,64,0.53125000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_a_causal/results/libero-plus/libero_10/overall_results.json
starVLA,libero-plus,ervla_a_causal,libero_goal,50,64,0.78125000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_a_causal/results/libero-plus/libero_goal/overall_results.json
starVLA,libero-plus,ervla_a_causal,libero_object,50,64,0.78125000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_a_causal/results/libero-plus/libero_object/overall_results.json
starVLA,libero-plus,ervla_a_causal,libero_spatial,43,64,0.67187500,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_a_causal/results/libero-plus/libero_spatial/overall_results.json
starVLA,libero-plus,ervla_b_bidir,libero_10,38,64,0.59375000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_b_bidir/results/libero-plus/overall_results.json
starVLA,libero-plus,ervla_b_bidir,libero_goal,48,64,0.75000000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_b_bidir/results/libero-plus/overall_results.json
starVLA,libero-plus,ervla_b_bidir,libero_object,53,64,0.82812500,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_b_bidir/results/libero-plus/overall_results.json
starVLA,libero-plus,ervla_b_bidir,libero_spatial,44,64,0.68750000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_b_bidir/results/libero-plus/overall_results.json
starVLA,libero-plus,ervla_b_bidir,libero_10,38,64,0.59375000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_b_bidir/results/libero-plus/libero_10/overall_results.json
starVLA,libero-plus,ervla_b_bidir,libero_goal,48,64,0.75000000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_b_bidir/results/libero-plus/libero_goal/overall_results.json
starVLA,libero-plus,ervla_b_bidir,libero_object,53,64,0.82812500,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_b_bidir/results/libero-plus/libero_object/overall_results.json
starVLA,libero-plus,ervla_b_bidir,libero_spatial,44,64,0.68750000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_b_bidir/results/libero-plus/libero_spatial/overall_results.json
starVLA,libero-plus,ervla_c_action_batchdrop,libero_10,41,64,0.64062500,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_c_action_batchdrop/results/libero-plus/overall_results.json
starVLA,libero-plus,ervla_c_action_batchdrop,libero_goal,44,64,0.68750000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_c_action_batchdrop/results/libero-plus/overall_results.json
starVLA,libero-plus,ervla_c_action_batchdrop,libero_object,48,64,0.75000000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_c_action_batchdrop/results/libero-plus/overall_results.json
starVLA,libero-plus,ervla_c_action_batchdrop,libero_spatial,49,64,0.76562500,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_c_action_batchdrop/results/libero-plus/overall_results.json
starVLA,libero-plus,ervla_c_action_batchdrop,libero_10,41,64,0.64062500,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_c_action_batchdrop/results/libero-plus/libero_10/overall_results.json
starVLA,libero-plus,ervla_c_action_batchdrop,libero_goal,44,64,0.68750000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_c_action_batchdrop/results/libero-plus/libero_goal/overall_results.json
starVLA,libero-plus,ervla_c_action_batchdrop,libero_object,48,64,0.75000000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_c_action_batchdrop/results/libero-plus/libero_object/overall_results.json
starVLA,libero-plus,ervla_c_action_batchdrop,libero_spatial,49,64,0.76562500,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_c_action_batchdrop/results/libero-plus/libero_spatial/overall_results.json
starVLA,libero-plus,ervla_crand_batchdrop,libero_10,40,64,0.62500000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_crand_batchdrop/results/libero-plus/overall_results.json
starVLA,libero-plus,ervla_crand_batchdrop,libero_goal,49,64,0.76562500,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_crand_batchdrop/results/libero-plus/overall_results.json
starVLA,libero-plus,ervla_crand_batchdrop,libero_object,46,64,0.71875000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_crand_batchdrop/results/libero-plus/overall_results.json
starVLA,libero-plus,ervla_crand_batchdrop,libero_spatial,47,64,0.73437500,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_crand_batchdrop/results/libero-plus/overall_results.json
starVLA,libero-plus,ervla_crand_batchdrop,libero_10,40,64,0.62500000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_crand_batchdrop/results/libero-plus/libero_10/overall_results.json
starVLA,libero-plus,ervla_crand_batchdrop,libero_goal,49,64,0.76562500,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_crand_batchdrop/results/libero-plus/libero_goal/overall_results.json
starVLA,libero-plus,ervla_crand_batchdrop,libero_object,46,64,0.71875000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_crand_batchdrop/results/libero-plus/libero_object/overall_results.json
starVLA,libero-plus,ervla_crand_batchdrop,libero_spatial,47,64,0.73437500,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_crand_batchdrop/results/libero-plus/libero_spatial/overall_results.json
starVLA,libero-plus,ervla_d_cam3d_8gpu,libero_10,38,64,0.59375000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_d_cam3d_8gpu/results/libero-plus/overall_results.json
starVLA,libero-plus,ervla_d_cam3d_8gpu,libero_goal,50,64,0.78125000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_d_cam3d_8gpu/results/libero-plus/overall_results.json
starVLA,libero-plus,ervla_d_cam3d_8gpu,libero_object,50,64,0.78125000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_d_cam3d_8gpu/results/libero-plus/overall_results.json
starVLA,libero-plus,ervla_d_cam3d_8gpu,libero_spatial,44,64,0.68750000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_d_cam3d_8gpu/results/libero-plus/overall_results.json
starVLA,libero-plus,ervla_d_cam3d_8gpu,libero_10,38,64,0.59375000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_d_cam3d_8gpu/results/libero-plus/libero_10/overall_results.json
starVLA,libero-plus,ervla_d_cam3d_8gpu,libero_goal,50,64,0.78125000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_d_cam3d_8gpu/results/libero-plus/libero_goal/overall_results.json
starVLA,libero-plus,ervla_d_cam3d_8gpu,libero_object,50,64,0.78125000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_d_cam3d_8gpu/results/libero-plus/libero_object/overall_results.json
starVLA,libero-plus,ervla_d_cam3d_8gpu,libero_spatial,44,64,0.68750000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_d_cam3d_8gpu/results/libero-plus/libero_spatial/overall_results.json
starVLA,libero-plus,ervla_d_cam3d_rand_8gpu,libero_10,40,64,0.62500000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_d_cam3d_rand_8gpu/results/libero-plus/overall_results.json
starVLA,libero-plus,ervla_d_cam3d_rand_8gpu,libero_goal,45,64,0.70312500,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_d_cam3d_rand_8gpu/results/libero-plus/overall_results.json
starVLA,libero-plus,ervla_d_cam3d_rand_8gpu,libero_object,50,64,0.78125000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_d_cam3d_rand_8gpu/results/libero-plus/overall_results.json
starVLA,libero-plus,ervla_d_cam3d_rand_8gpu,libero_spatial,48,64,0.75000000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_d_cam3d_rand_8gpu/results/libero-plus/overall_results.json
starVLA,libero-plus,ervla_d_cam3d_rand_8gpu,libero_10,40,64,0.62500000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_d_cam3d_rand_8gpu/results/libero-plus/libero_10/overall_results.json
starVLA,libero-plus,ervla_d_cam3d_rand_8gpu,libero_goal,45,64,0.70312500,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_d_cam3d_rand_8gpu/results/libero-plus/libero_goal/overall_results.json
starVLA,libero-plus,ervla_d_cam3d_rand_8gpu,libero_object,50,64,0.78125000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_d_cam3d_rand_8gpu/results/libero-plus/libero_object/overall_results.json
starVLA,libero-plus,ervla_d_cam3d_rand_8gpu,libero_spatial,48,64,0.75000000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_d_cam3d_rand_8gpu/results/libero-plus/libero_spatial/overall_results.json
starVLA,libero-plus,ervla_d_ground_batchdrop,libero_10,45,64,0.70312500,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_d_ground_batchdrop/results/libero-plus/overall_results.json
starVLA,libero-plus,ervla_d_ground_batchdrop,libero_goal,42,64,0.65625000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_d_ground_batchdrop/results/libero-plus/overall_results.json
starVLA,libero-plus,ervla_d_ground_batchdrop,libero_object,49,64,0.76562500,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_d_ground_batchdrop/results/libero-plus/overall_results.json
starVLA,libero-plus,ervla_d_ground_batchdrop,libero_spatial,46,64,0.71875000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_d_ground_batchdrop/results/libero-plus/overall_results.json
starVLA,libero-plus,ervla_d_ground_batchdrop,libero_10,45,64,0.70312500,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_d_ground_batchdrop/results/libero-plus/libero_10/overall_results.json
starVLA,libero-plus,ervla_d_ground_batchdrop,libero_goal,42,64,0.65625000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_d_ground_batchdrop/results/libero-plus/libero_goal/overall_results.json
starVLA,libero-plus,ervla_d_ground_batchdrop,libero_object,49,64,0.76562500,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_d_ground_batchdrop/results/libero-plus/libero_object/overall_results.json
starVLA,libero-plus,ervla_d_ground_batchdrop,libero_spatial,46,64,0.71875000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_d_ground_batchdrop/results/libero-plus/libero_spatial/overall_results.json
starVLA,libero-plus,ervla_d_ground_state_batchdrop,libero_10,39,64,0.60937500,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_d_ground_state_batchdrop/results/libero-plus/overall_results.json
starVLA,libero-plus,ervla_d_ground_state_batchdrop,libero_goal,47,64,0.73437500,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_d_ground_state_batchdrop/results/libero-plus/overall_results.json
starVLA,libero-plus,ervla_d_ground_state_batchdrop,libero_object,45,64,0.70312500,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_d_ground_state_batchdrop/results/libero-plus/overall_results.json
starVLA,libero-plus,ervla_d_ground_state_batchdrop,libero_spatial,49,64,0.76562500,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_d_ground_state_batchdrop/results/libero-plus/overall_results.json
starVLA,libero-plus,ervla_d_ground_state_batchdrop,libero_10,39,64,0.60937500,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_d_ground_state_batchdrop/results/libero-plus/libero_10/overall_results.json
starVLA,libero-plus,ervla_d_ground_state_batchdrop,libero_goal,47,64,0.73437500,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_d_ground_state_batchdrop/results/libero-plus/libero_goal/overall_results.json
starVLA,libero-plus,ervla_d_ground_state_batchdrop,libero_object,45,64,0.70312500,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_d_ground_state_batchdrop/results/libero-plus/libero_object/overall_results.json
starVLA,libero-plus,ervla_d_ground_state_batchdrop,libero_spatial,49,64,0.76562500,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_d_ground_state_batchdrop/results/libero-plus/libero_spatial/overall_results.json
starVLA,libero-plus,ervla_e_staged_batchdrop,libero_10,41,64,0.64062500,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_e_staged_batchdrop/results/libero-plus/overall_results.json
starVLA,libero-plus,ervla_e_staged_batchdrop,libero_goal,46,64,0.71875000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_e_staged_batchdrop/results/libero-plus/overall_results.json
starVLA,libero-plus,ervla_e_staged_batchdrop,libero_object,46,64,0.71875000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_e_staged_batchdrop/results/libero-plus/overall_results.json
starVLA,libero-plus,ervla_e_staged_batchdrop,libero_spatial,43,64,0.67187500,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_e_staged_batchdrop/results/libero-plus/overall_results.json
starVLA,libero-plus,ervla_e_staged_batchdrop,libero_10,41,64,0.64062500,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_e_staged_batchdrop/results/libero-plus/libero_10/overall_results.json
starVLA,libero-plus,ervla_e_staged_batchdrop,libero_goal,46,64,0.71875000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_e_staged_batchdrop/results/libero-plus/libero_goal/overall_results.json
starVLA,libero-plus,ervla_e_staged_batchdrop,libero_object,46,64,0.71875000,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_e_staged_batchdrop/results/libero-plus/libero_object/overall_results.json
starVLA,libero-plus,ervla_e_staged_batchdrop,libero_spatial,43,64,0.67187500,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_e_staged_batchdrop/results/libero-plus/libero_spatial/overall_results.json
