run,batch_size,per_device_batch_size,seed,step,examples_seen,action_dit_loss,mse_score,open_loop/mse_mean,train/shared_z/loss,eval/structured_aux_loss,learning_rate/action_model,mse_score_batch_corrected_rmse
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,6300,201600,0.06748466193675995,,,0.02553819864988327,,8.710497767772019e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,6400,204800,0.09016890823841095,,,0.03309108689427376,,8.652831041625525e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,6500,208000,0.09011435508728027,,,0.0487700030207634,,8.594112549695428e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,6600,211200,0.0794849544763565,,,0.03501694276928902,,8.534360178203187e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,6700,214400,0.08779013156890869,,,0.029966888949275017,,8.473592128299994e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,6800,217600,0.05506279319524765,,,0.03572419285774231,,8.41182691052252e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,6900,220800,0.07342550903558731,,,0.021621106192469597,,8.349083339154435e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,7000,224000,0.05271274223923683,0.0038225057401827405,0.07004056125879288,0.03795536980032921,0.03405246511101723,8.285380526495388e-05,0.16181439317824656
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,7100,227200,0.0620264895260334,,,0.0253713671118021,,8.22073787703922e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,7200,230400,0.054714687168598175,,,0.026800405234098434,,8.15517508156316e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,7300,233600,0.06666580587625504,,,0.026022274047136307,,8.088712111129833e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,7400,236800,0.05984346941113472,,,0.04298359528183937,,8.021369211003871e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,7500,240000,0.06640098989009857,,,0.03614877909421921,,7.953166894485022e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,7600,243200,0.07872176170349121,,,0.04650450870394707,,7.884125936659585e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,7700,246400,0.07634218037128448,,,0.0308594461530447,,7.814267368072131e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,7800,249600,0.06774097681045532,,,0.031743958592414856,,7.743612468319385e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,7900,252800,0.06629963964223862,,,0.029574038460850716,,7.67218275956826e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,8000,256000,0.10183238238096237,0.00417575692491872,0.057039253413677216,0.04673152044415474,0.028374705463647842,7.6e-05,0.17676822974065196
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,8100,259200,0.07798659056425095,,,0.040183018893003464,,7.527086177182419e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,8200,262400,0.07221561670303345,,,0.030484987422823906,,7.453463501372276e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,8300,265600,0.06414112448692322,,,0.03865170106291771,,7.379154398749825e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,8400,268800,0.05319929122924805,,,0.022861871868371964,,7.304181504587571e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,8500,272000,0.06078509986400604,,,0.033398065716028214,,7.228567656355358e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,8600,275200,0.06230675429105759,,,0.0191297996789217,,7.152335886763842e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,8700,278400,0.059059735387563705,,,0.04068461060523987,,7.075509416748514e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,8800,281600,0.0646340399980545,,,0.03758872300386429,,6.99811164839638e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,8900,284800,0.056755565106868744,,,0.031661003828048706,,6.920166157817441e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,9000,288000,0.05974704399704933,0.0038075103823627743,0.0633048266172409,0.03719070926308632,0.031008049845695496,6.841696687963212e-05,0.16117960937645362
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,9100,291200,0.05680500715970993,,,0.030609939247369766,,6.762727141394353e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,9200,294400,0.0729530081152916,,,0.027425076812505722,,6.683281572999748e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,9300,297600,0.07111003994941711,,,0.03469954803586006,,6.603384182669137e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,9400,300800,0.061661213636398315,,,0.03687996417284012,,6.523059307921596e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,9500,304000,0.04915674775838852,,,0.024380089715123177,,6.4423314164921e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,9600,307200,0.046396560966968536,,,0.03251347318291664,,6.361225098878405e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,9700,310400,0.05443976819515228,,,0.03630779683589935,,6.279765060850554e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,9800,313600,0.05831997096538544,,,0.030247773975133896,,6.197976115925245e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,9900,316800,0.0626402348279953,,,0.02752186357975006,,6.115883177807415e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,10000,320000,0.052011262625455856,0.004621952239956174,0.055056001991033554,0.021526874974370003,0.019805341958999634,6.033511252801267e-05,0.1956565791766715
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,10100,323200,0.06266233325004578,,,0.02556387335062027,,5.950885432193108e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,10200,326400,0.06915395706892014,,,0.0356966070830822,,5.868030884608314e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,10300,329600,0.05887089669704437,,,0.022807322442531586,,5.784972848344708e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,10400,332800,0.05547354370355606,,,0.02252499759197235,,5.701736623684737e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,10500,336000,0.06443408131599426,,,0.02724521979689598,,5.618347565188761e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,10600,339200,0.075290247797966,,,0.038842231035232544,,5.5348310739718014e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,10700,342400,0.05596216022968292,,,0.018141109496355057,,5.451212589966132e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,10800,345600,0.04875325784087181,,,0.018208123743534088,,5.367517584172006e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,10900,348800,0.05998048186302185,,,0.035681046545505524,,5.283771550898962e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,11000,352000,0.06803140044212341,0.004020921885967255,0.04834994301199913,0.03293326497077942,0.03433864936232567,5.2000000000000004e-05,0.17021374962377872
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,11100,355200,0.05324038863182068,,,0.02776842750608921,,5.1162284491010396e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,11200,358400,0.053680259734392166,,,0.021052801981568336,,5.0324824158279973e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,11300,361600,0.049271728843450546,,,0.02256622537970543,,4.9487874100338696e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,11400,364800,0.060763925313949585,,,0.028416752815246582,,4.8651689260281987e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,11500,368000,0.04724401980638504,,,0.016380148008465767,,4.78165243481124e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,11600,371200,0.040425024926662445,,,0.028094857931137085,,4.698263376315264e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,11700,374400,0.06858894228935242,,,0.026562077924609184,,4.615027151655293e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,11800,377600,0.05818831920623779,,,0.03390304744243622,,4.531969115391687e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,11900,380800,0.07581181824207306,,,0.040310073643922806,,4.449114567806891e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,12000,384000,0.055991120636463165,0.0035930994365896496,0.055345337837934494,0.022641681134700775,0.038720324635505676,4.3664887471987345e-05,0.1521031607222801
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,12100,387200,0.07737784087657928,,,0.03855102136731148,,4.284116822192585e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,12200,390400,0.06170639023184776,,,0.024446658790111542,,4.2020238840747555e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,12300,393600,0.06980735063552856,,,0.03524560108780861,,4.1202349391494485e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,12400,396800,0.08387984335422516,,,0.08131571859121323,,4.038774901121595e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,12500,400000,0.05190930515527725,,,0.022640837356448174,,3.9576685835079e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,12600,403200,0.05373379588127136,,,0.024882417172193527,,3.876940692078404e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,12700,406400,0.06508825719356537,,,0.0479995533823967,,3.796615817330864e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,12800,409600,0.05143974721431732,,,0.03568173199892044,,3.716718427000253e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,12900,412800,0.0663049966096878,,,0.036220598965883255,,3.637272858605649e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,13000,416000,0.04859450086951256,0.00418902188539505,0.0614282488822937,0.019991887733340263,0.04393996670842171,3.5583033120367907e-05,0.17732976232579548
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,13100,419200,0.05311531573534012,,,0.027537450194358826,,3.4798338421825585e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,13200,422400,0.060934536159038544,,,0.0375870056450367,,3.401888351603622e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,13300,425600,0.04934731870889664,,,0.02442324534058571,,3.324490583251487e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,13400,428800,0.0730273425579071,,,0.04070093482732773,,3.2476641132361596e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,13500,432000,0.05350394546985626,,,0.02254614606499672,,3.171432343644644e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,13600,435200,0.05406211316585541,,,0.0196249857544899,,3.095818495412427e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,13700,438400,0.046616170555353165,,,0.03066420368850231,,3.0208456012501756e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,13800,441600,0.0586850568652153,,,0.03170201554894447,,2.9465364986277255e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,13900,444800,0.06702996790409088,,,0.02661927230656147,,2.8729138228175822e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,14000,448000,0.03580799698829651,0.003219607153109142,0.04857531189918518,0.03265174850821495,0.02451278455555439,2.800000000000001e-05,0.13629247754322316
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,14100,451200,0.04314602166414261,,,0.02910810336470604,,2.7278172404317394e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,14200,454400,0.04012080281972885,,,0.027426566928625107,,2.656387531680617e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,14300,457600,0.057336531579494476,,,0.03765657916665077,,2.5857326319278704e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,14400,460800,0.05666196346282959,,,0.029462052509188652,,2.515874063340416e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,14500,464000,0.05713962763547897,,,0.035218529403209686,,2.4468331055149803e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,14600,467200,0.047642484307289124,,,0.026498181745409966,,2.3786307889961294e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,14700,470400,0.054819945245981216,,,0.032505862414836884,,2.311287888870168e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,14800,473600,0.05395698919892311,,,0.04067854955792427,,2.2448249184368404e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,14900,476800,0.052719272673130035,,,0.03264455497264862,,2.1792621229607812e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,15000,480000,0.04051829129457474,0.00342701402093683,0.04933900758624077,0.022612109780311584,0.030436743050813675,2.114619473504611e-05,0.14507242942288565
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,15100,483200,0.057888180017471313,,,0.03759277984499931,,2.0509166608455656e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,15200,486400,0.04781206697225571,,,0.02103881724178791,,1.988173089477482e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,15300,489600,0.053153201937675476,,,0.030725501477718353,,1.926407871700008e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,15400,492800,0.04847107082605362,,,0.03062167949974537,,1.8656398217968124e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,15500,496000,0.0695737823843956,,,0.039238788187503815,,1.8058874503045718e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,15600,499200,0.034299395978450775,,,0.029033301398158073,,1.7471689583744754e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,15700,502400,0.05406899005174637,,,0.024859154596924782,,1.6895022322279818e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,15800,505600,0.0682292953133583,,,0.02793249860405922,,1.6329048377085072e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,15900,508800,0.039614737033843994,,,0.027378659695386887,,1.5773940149306942e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,16000,512000,0.04479096084833145,0.00254210111285959,0.04847836494445801,0.03821391612291336,0.019423896446824074,1.5229866730289061e-05,0.10761227763531224
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,16100,515200,0.053459327667951584,,,0.03127477318048477,,1.4696993850065396e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,16200,518400,0.0538487546145916,,,0.03940886631608009,,1.4175483826877348e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,16300,521600,0.043453216552734375,,,0.03498637676239014,,1.3665495517729954e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,16400,524800,0.050059959292411804,,,0.061160482466220856,,1.3167184270002527e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,16500,528000,0.04735542833805084,,,0.03526228666305542,,1.2680701874128388e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,16600,531200,0.04174491763114929,,,0.02846742980182171,,1.2206196517358001e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,16700,534400,0.04232914745807648,,,0.018792012706398964,,1.174381273861965e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,16800,537600,0.04308619350194931,,,0.029208512976765633,,1.1293691384491554e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,16900,540800,0.04656292498111725,,,0.027971697971224785,,1.0855969566298613e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,17000,544000,0.0466676726937294,0.0031228712094681604,0.034803152084350586,0.025940582156181335,0.03434763103723526,1.0430780618346942e-05,0.13219744954777998
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,17100,547200,0.04758651554584503,,,0.03216284513473511,,1.0018254057309004e-05,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,17200,550400,0.03877721726894379,,,0.030627049505710602,,9.618515542771505e-06,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,17300,553600,0.04523129016160965,,,0.027052298188209534,,9.231686838958345e-06,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,17400,556800,0.03896123170852661,,,0.027999984100461006,,8.857885777639993e-06,
ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,32,16,42,17500,560000,0.04955502599477768,,,0.02701975777745247,,8.497226222240803e-06,
