tree,run,arm,seed,benchmark,result_dir,suite_or_task,tag,n_episodes,successes,success_rate,se,checkpoint_step,source_path,is_full_protocol
starVLA,ervla_w2_pi_encoder_actiononly_pifix_nolatent,encoder,42,libero-plus,libero-plus/libero_goal,libero_goal,,64,47,0.73437500,0.05520818,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_w2_pi_encoder_actiononly_pifix_nolatent/results/libero-plus/libero_goal/overall_results.json,False
starVLA,ervla_w2_pi_encoder_actiononly_pifix_nolatent,encoder,42,libero-plus,libero-plus/libero_object,libero_object,,64,51,0.79687500,0.05029060,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_w2_pi_encoder_actiononly_pifix_nolatent/results/libero-plus/libero_object/overall_results.json,False
starVLA,ervla_w2_pi_encoder_actiononly_pifix_nolatent,encoder,42,libero-plus,libero-plus/libero_spatial,libero_spatial,,64,45,0.70312500,0.05711012,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_w2_pi_encoder_actiononly_pifix_nolatent/results/libero-plus/libero_spatial/overall_results.json,False
starVLA,ervla_w_pi_encoder_actiononly,encoder,42,libero-plus,libero-plus,libero_10,,64,45,0.70312500,0.05711012,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_w_pi_encoder_actiononly/results/libero-plus/overall_results.json,False
starVLA,ervla_w_pi_encoder_actiononly,encoder,42,libero-plus,libero-plus,libero_goal,,64,47,0.73437500,0.05520818,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_w_pi_encoder_actiononly/results/libero-plus/overall_results.json,False
starVLA,ervla_w_pi_encoder_actiononly,encoder,42,libero-plus,libero-plus,libero_object,,64,53,0.82812500,0.04715897,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_w_pi_encoder_actiononly/results/libero-plus/overall_results.json,False
starVLA,ervla_w_pi_encoder_actiononly,encoder,42,libero-plus,libero-plus,libero_spatial,,64,49,0.76562500,0.05295094,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_w_pi_encoder_actiononly/results/libero-plus/overall_results.json,False
starVLA,ervla_w_pi_encoder_actiononly,encoder,42,libero-plus,libero-plus/libero_10,libero_10,,64,45,0.70312500,0.05711012,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_w_pi_encoder_actiononly/results/libero-plus/libero_10/overall_results.json,False
starVLA,ervla_w_pi_encoder_actiononly,encoder,42,libero-plus,libero-plus/libero_goal,libero_goal,,64,47,0.73437500,0.05520818,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_w_pi_encoder_actiononly/results/libero-plus/libero_goal/overall_results.json,False
starVLA,ervla_w_pi_encoder_actiononly,encoder,42,libero-plus,libero-plus/libero_object,libero_object,,64,53,0.82812500,0.04715897,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_w_pi_encoder_actiononly/results/libero-plus/libero_object/overall_results.json,False
starVLA,ervla_w_pi_encoder_actiononly,encoder,42,libero-plus,libero-plus/libero_spatial,libero_spatial,,64,49,0.76562500,0.05295094,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_w_pi_encoder_actiononly/results/libero-plus/libero_spatial/overall_results.json,False
starVLA,ervla_x_pi_encoder_actiononly_freeze8,encoder,42,libero-plus,libero-plus,libero_10,,64,42,0.65625000,0.05936986,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_x_pi_encoder_actiononly_freeze8/results/libero-plus/overall_results.json,False
starVLA,ervla_x_pi_encoder_actiononly_freeze8,encoder,42,libero-plus,libero-plus,libero_goal,,64,47,0.73437500,0.05520818,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_x_pi_encoder_actiononly_freeze8/results/libero-plus/overall_results.json,False
starVLA,ervla_x_pi_encoder_actiononly_freeze8,encoder,42,libero-plus,libero-plus,libero_object,,64,46,0.71875000,0.05620115,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_x_pi_encoder_actiononly_freeze8/results/libero-plus/overall_results.json,False
starVLA,ervla_x_pi_encoder_actiononly_freeze8,encoder,42,libero-plus,libero-plus,libero_spatial,,64,48,0.75000000,0.05412659,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_x_pi_encoder_actiononly_freeze8/results/libero-plus/overall_results.json,False
starVLA,ervla_x_pi_encoder_actiononly_freeze8,encoder,42,libero-plus,libero-plus/libero_10,libero_10,,64,42,0.65625000,0.05936986,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_x_pi_encoder_actiononly_freeze8/results/libero-plus/libero_10/overall_results.json,False
starVLA,ervla_x_pi_encoder_actiononly_freeze8,encoder,42,libero-plus,libero-plus/libero_goal,libero_goal,,64,47,0.73437500,0.05520818,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_x_pi_encoder_actiononly_freeze8/results/libero-plus/libero_goal/overall_results.json,False
starVLA,ervla_x_pi_encoder_actiononly_freeze8,encoder,42,libero-plus,libero-plus/libero_object,libero_object,,64,46,0.71875000,0.05620115,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_x_pi_encoder_actiononly_freeze8/results/libero-plus/libero_object/overall_results.json,False
starVLA,ervla_x_pi_encoder_actiononly_freeze8,encoder,42,libero-plus,libero-plus/libero_spatial,libero_spatial,,64,48,0.75000000,0.05412659,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_x_pi_encoder_actiononly_freeze8/results/libero-plus/libero_spatial/overall_results.json,False
starVLA,ervla_y2_pi_k_structaux15_cot,CoT-trace,42,libero-plus,libero-plus,libero_10,,64,40,0.62500000,0.06051536,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_y2_pi_k_structaux15_cot/results/libero-plus/overall_results.json,False
starVLA,ervla_y2_pi_k_structaux15_cot,CoT-trace,42,libero-plus,libero-plus,libero_goal,,64,48,0.75000000,0.05412659,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_y2_pi_k_structaux15_cot/results/libero-plus/overall_results.json,False
starVLA,ervla_y2_pi_k_structaux15_cot,CoT-trace,42,libero-plus,libero-plus,libero_object,,64,51,0.79687500,0.05029060,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_y2_pi_k_structaux15_cot/results/libero-plus/overall_results.json,False
starVLA,ervla_y2_pi_k_structaux15_cot,CoT-trace,42,libero-plus,libero-plus,libero_spatial,,64,45,0.70312500,0.05711012,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_y2_pi_k_structaux15_cot/results/libero-plus/overall_results.json,False
starVLA,ervla_y2_pi_k_structaux15_cot,CoT-trace,42,libero-plus,libero-plus/libero_10,libero_10,,64,40,0.62500000,0.06051536,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_y2_pi_k_structaux15_cot/results/libero-plus/libero_10/overall_results.json,False
starVLA,ervla_y2_pi_k_structaux15_cot,CoT-trace,42,libero-plus,libero-plus/libero_goal,libero_goal,,64,48,0.75000000,0.05412659,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_y2_pi_k_structaux15_cot/results/libero-plus/libero_goal/overall_results.json,False
starVLA,ervla_y2_pi_k_structaux15_cot,CoT-trace,42,libero-plus,libero-plus/libero_object,libero_object,,64,51,0.79687500,0.05029060,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_y2_pi_k_structaux15_cot/results/libero-plus/libero_object/overall_results.json,False
starVLA,ervla_y2_pi_k_structaux15_cot,CoT-trace,42,libero-plus,libero-plus/libero_spatial,libero_spatial,,64,45,0.70312500,0.05711012,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_y2_pi_k_structaux15_cot/results/libero-plus/libero_spatial/overall_results.json,False
starVLA,ervla_z1_pi_w32_anchor,other,42,libero-plus,libero-plus,libero_10,,64,44,0.68750000,0.05793905,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_z1_pi_w32_anchor/results/libero-plus/overall_results.json,False
starVLA,ervla_z1_pi_w32_anchor,other,42,libero-plus,libero-plus,libero_goal,,64,47,0.73437500,0.05520818,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_z1_pi_w32_anchor/results/libero-plus/overall_results.json,False
starVLA,ervla_z1_pi_w32_anchor,other,42,libero-plus,libero-plus,libero_object,,64,48,0.75000000,0.05412659,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_z1_pi_w32_anchor/results/libero-plus/overall_results.json,False
starVLA,ervla_z1_pi_w32_anchor,other,42,libero-plus,libero-plus,libero_spatial,,64,48,0.75000000,0.05412659,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_z1_pi_w32_anchor/results/libero-plus/overall_results.json,False
starVLA,ervla_z1_pi_w32_anchor,other,42,libero-plus,libero-plus/libero_10,libero_10,,64,44,0.68750000,0.05793905,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_z1_pi_w32_anchor/results/libero-plus/libero_10/overall_results.json,False
starVLA,ervla_z1_pi_w32_anchor,other,42,libero-plus,libero-plus/libero_goal,libero_goal,,64,47,0.73437500,0.05520818,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_z1_pi_w32_anchor/results/libero-plus/libero_goal/overall_results.json,False
starVLA,ervla_z1_pi_w32_anchor,other,42,libero-plus,libero-plus/libero_object,libero_object,,64,48,0.75000000,0.05412659,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_z1_pi_w32_anchor/results/libero-plus/libero_object/overall_results.json,False
starVLA,ervla_z1_pi_w32_anchor,other,42,libero-plus,libero-plus/libero_spatial,libero_spatial,,64,48,0.75000000,0.05412659,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_z1_pi_w32_anchor/results/libero-plus/libero_spatial/overall_results.json,False
starVLA,ervla_z2_pi_w32_tied_dynamics,other,42,libero-plus,libero-plus,libero_10,,1000,659,0.65900000,0.01499063,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_z2_pi_w32_tied_dynamics/results/libero-plus/overall_results.json,True
starVLA,ervla_z2_pi_w32_tied_dynamics,other,42,libero-plus,libero-plus,libero_goal,,1000,726,0.72600000,0.01410404,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_z2_pi_w32_tied_dynamics/results/libero-plus/overall_results.json,True
starVLA,ervla_z2_pi_w32_tied_dynamics,other,42,libero-plus,libero-plus,libero_object,,1000,845,0.84500000,0.01144443,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_z2_pi_w32_tied_dynamics/results/libero-plus/overall_results.json,True
starVLA,ervla_z2_pi_w32_tied_dynamics,other,42,libero-plus,libero-plus,libero_spatial,,1000,812,0.81200000,0.01235540,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_z2_pi_w32_tied_dynamics/results/libero-plus/overall_results.json,True
starVLA,ervla_z2_pi_w32_tied_dynamics,other,42,libero-plus,libero-plus/libero_10,libero_10,,1000,659,0.65900000,0.01499063,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_z2_pi_w32_tied_dynamics/results/libero-plus/libero_10/overall_results.json,False
starVLA,ervla_z2_pi_w32_tied_dynamics,other,42,libero-plus,libero-plus/libero_goal,libero_goal,,1000,726,0.72600000,0.01410404,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_z2_pi_w32_tied_dynamics/results/libero-plus/libero_goal/overall_results.json,False
starVLA,ervla_z2_pi_w32_tied_dynamics,other,42,libero-plus,libero-plus/libero_object,libero_object,,1000,845,0.84500000,0.01144443,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_z2_pi_w32_tied_dynamics/results/libero-plus/libero_object/overall_results.json,False
starVLA,ervla_z2_pi_w32_tied_dynamics,other,42,libero-plus,libero-plus/libero_spatial,libero_spatial,,1000,812,0.81200000,0.01235540,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_z2_pi_w32_tied_dynamics/results/libero-plus/libero_spatial/overall_results.json,False
starVLA,ervla_z3_pi_w32_anchor_tied_dynamics,other,42,libero-plus,libero-plus,libero_10,,1000,630,0.63000000,0.01526761,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_z3_pi_w32_anchor_tied_dynamics/results/libero-plus/overall_results.json,True
starVLA,ervla_z3_pi_w32_anchor_tied_dynamics,other,42,libero-plus,libero-plus,libero_goal,,1000,725,0.72500000,0.01412002,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_z3_pi_w32_anchor_tied_dynamics/results/libero-plus/overall_results.json,True
starVLA,ervla_z3_pi_w32_anchor_tied_dynamics,other,42,libero-plus,libero-plus,libero_object,,1000,817,0.81700000,0.01222747,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_z3_pi_w32_anchor_tied_dynamics/results/libero-plus/overall_results.json,True
starVLA,ervla_z3_pi_w32_anchor_tied_dynamics,other,42,libero-plus,libero-plus,libero_spatial,,1000,802,0.80200000,0.01260143,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_z3_pi_w32_anchor_tied_dynamics/results/libero-plus/overall_results.json,True
starVLA,ervla_z3_pi_w32_anchor_tied_dynamics,other,42,libero-plus,libero-plus/libero_10,libero_10,,1000,630,0.63000000,0.01526761,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_z3_pi_w32_anchor_tied_dynamics/results/libero-plus/libero_10/overall_results.json,False
starVLA,ervla_z3_pi_w32_anchor_tied_dynamics,other,42,libero-plus,libero-plus/libero_goal,libero_goal,,1000,725,0.72500000,0.01412002,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_z3_pi_w32_anchor_tied_dynamics/results/libero-plus/libero_goal/overall_results.json,False
starVLA,ervla_z3_pi_w32_anchor_tied_dynamics,other,42,libero-plus,libero-plus/libero_object,libero_object,,1000,817,0.81700000,0.01222747,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_z3_pi_w32_anchor_tied_dynamics/results/libero-plus/libero_object/overall_results.json,False
starVLA,ervla_z3_pi_w32_anchor_tied_dynamics,other,42,libero-plus,libero-plus/libero_spatial,libero_spatial,,1000,802,0.80200000,0.01260143,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_z3_pi_w32_anchor_tied_dynamics/results/libero-plus/libero_spatial/overall_results.json,False
starVLA,ervla_zbase_pi_sharedz_control,encoder/shared-z-off-control,42,libero-plus,libero-plus,libero_10,,64,39,0.60937500,0.06098631,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_zbase_pi_sharedz_control/results/libero-plus/overall_results.json,False
starVLA,ervla_zbase_pi_sharedz_control,encoder/shared-z-off-control,42,libero-plus,libero-plus,libero_goal,,64,51,0.79687500,0.05029060,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_zbase_pi_sharedz_control/results/libero-plus/overall_results.json,False
starVLA,ervla_zbase_pi_sharedz_control,encoder/shared-z-off-control,42,libero-plus,libero-plus,libero_object,,64,54,0.84375000,0.04538652,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_zbase_pi_sharedz_control/results/libero-plus/overall_results.json,False
starVLA,ervla_zbase_pi_sharedz_control,encoder/shared-z-off-control,42,libero-plus,libero-plus,libero_spatial,,64,45,0.70312500,0.05711012,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_zbase_pi_sharedz_control/results/libero-plus/overall_results.json,False
starVLA,ervla_zbase_pi_sharedz_control,encoder/shared-z-off-control,42,libero-plus,libero-plus/libero_10,libero_10,,64,39,0.60937500,0.06098631,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_zbase_pi_sharedz_control/results/libero-plus/libero_10/overall_results.json,False
starVLA,ervla_zbase_pi_sharedz_control,encoder/shared-z-off-control,42,libero-plus,libero-plus/libero_goal,libero_goal,,64,51,0.79687500,0.05029060,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_zbase_pi_sharedz_control/results/libero-plus/libero_goal/overall_results.json,False
starVLA,ervla_zbase_pi_sharedz_control,encoder/shared-z-off-control,42,libero-plus,libero-plus/libero_object,libero_object,,64,54,0.84375000,0.04538652,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_zbase_pi_sharedz_control/results/libero-plus/libero_object/overall_results.json,False
starVLA,ervla_zbase_pi_sharedz_control,encoder/shared-z-off-control,42,libero-plus,libero-plus/libero_spatial,libero_spatial,,64,45,0.70312500,0.05711012,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_zbase_pi_sharedz_control/results/libero-plus/libero_spatial/overall_results.json,False
starVLA,ervla_znodrop_pi_sharedz_ground_temporal,shared-z/zonly,42,libero-plus,libero-plus,libero_10,,1000,675,0.67500000,0.01481131,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_znodrop_pi_sharedz_ground_temporal/results/libero-plus/overall_results.json,True
starVLA,ervla_znodrop_pi_sharedz_ground_temporal,shared-z/zonly,42,libero-plus,libero-plus,libero_goal,,1000,692,0.69200000,0.01459918,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_znodrop_pi_sharedz_ground_temporal/results/libero-plus/overall_results.json,True
starVLA,ervla_znodrop_pi_sharedz_ground_temporal,shared-z/zonly,42,libero-plus,libero-plus,libero_object,,1000,847,0.84700000,0.01138380,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_znodrop_pi_sharedz_ground_temporal/results/libero-plus/overall_results.json,True
starVLA,ervla_znodrop_pi_sharedz_ground_temporal,shared-z/zonly,42,libero-plus,libero-plus,libero_spatial,,1000,781,0.78100000,0.01307819,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_znodrop_pi_sharedz_ground_temporal/results/libero-plus/overall_results.json,True
starVLA,ervla_znodrop_pi_sharedz_ground_temporal,shared-z/zonly,42,libero-plus,libero-plus/libero_10,libero_10,,1000,675,0.67500000,0.01481131,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_znodrop_pi_sharedz_ground_temporal/results/libero-plus/libero_10/overall_results.json,False
starVLA,ervla_znodrop_pi_sharedz_ground_temporal,shared-z/zonly,42,libero-plus,libero-plus/libero_goal,libero_goal,,1000,692,0.69200000,0.01459918,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_znodrop_pi_sharedz_ground_temporal/results/libero-plus/libero_goal/overall_results.json,False
starVLA,ervla_znodrop_pi_sharedz_ground_temporal,shared-z/zonly,42,libero-plus,libero-plus/libero_object,libero_object,,1000,847,0.84700000,0.01138380,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_znodrop_pi_sharedz_ground_temporal/results/libero-plus/libero_object/overall_results.json,False
starVLA,ervla_znodrop_pi_sharedz_ground_temporal,shared-z/zonly,42,libero-plus,libero-plus/libero_spatial,libero_spatial,,1000,781,0.78100000,0.01307819,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_znodrop_pi_sharedz_ground_temporal/results/libero-plus/libero_spatial/overall_results.json,False
starVLA,ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,shared-z/zonly,42,libero-plus,libero-plus,libero_10,,1000,681,0.68100000,0.01473903,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42/results/libero-plus/overall_results.json,True
starVLA,ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,shared-z/zonly,42,libero-plus,libero-plus,libero_goal,,1000,801,0.80100000,0.01262533,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42/results/libero-plus/overall_results.json,True
starVLA,ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,shared-z/zonly,42,libero-plus,libero-plus,libero_object,,1000,845,0.84500000,0.01144443,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42/results/libero-plus/overall_results.json,True
starVLA,ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,shared-z/zonly,42,libero-plus,libero-plus,libero_spatial,,1000,820,0.82000000,0.01214907,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42/results/libero-plus/overall_results.json,True
starVLA,ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,shared-z/zonly,42,libero-plus,libero-plus/libero_10,libero_10,,1000,681,0.68100000,0.01473903,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42/results/libero-plus/libero_10/overall_results.json,False
starVLA,ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,shared-z/zonly,42,libero-plus,libero-plus/libero_goal,libero_goal,,1000,801,0.80100000,0.01262533,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42/results/libero-plus/libero_goal/overall_results.json,False
starVLA,ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,shared-z/zonly,42,libero-plus,libero-plus/libero_object,libero_object,,1000,845,0.84500000,0.01144443,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42/results/libero-plus/libero_object/overall_results.json,False
starVLA,ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42,shared-z/zonly,42,libero-plus,libero-plus/libero_spatial,libero_spatial,,1000,820,0.82000000,0.01214907,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_zonly_gr00t_sharedz_ground_temporal_v5_s42/results/libero-plus/libero_spatial/overall_results.json,False
starVLA,ervla_zonly_gr00t_sharedz_ground_temporal_v5_s43,shared-z/zonly,43,libero-plus,libero-plus,libero_10,,1000,713,0.71300000,0.01430493,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_zonly_gr00t_sharedz_ground_temporal_v5_s43/results/libero-plus/overall_results.json,True
starVLA,ervla_zonly_gr00t_sharedz_ground_temporal_v5_s43,shared-z/zonly,43,libero-plus,libero-plus,libero_goal,,1000,774,0.77400000,0.01322588,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_zonly_gr00t_sharedz_ground_temporal_v5_s43/results/libero-plus/overall_results.json,True
starVLA,ervla_zonly_gr00t_sharedz_ground_temporal_v5_s43,shared-z/zonly,43,libero-plus,libero-plus,libero_object,,1000,846,0.84600000,0.01141420,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_zonly_gr00t_sharedz_ground_temporal_v5_s43/results/libero-plus/overall_results.json,True
starVLA,ervla_zonly_gr00t_sharedz_ground_temporal_v5_s43,shared-z/zonly,43,libero-plus,libero-plus,libero_spatial,,1000,798,0.79800000,0.01269630,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_zonly_gr00t_sharedz_ground_temporal_v5_s43/results/libero-plus/overall_results.json,True
starVLA,ervla_zonly_gr00t_sharedz_ground_temporal_v5_s43,shared-z/zonly,43,libero-plus,libero-plus/libero_10,libero_10,,1000,713,0.71300000,0.01430493,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_zonly_gr00t_sharedz_ground_temporal_v5_s43/results/libero-plus/libero_10/overall_results.json,False
starVLA,ervla_zonly_gr00t_sharedz_ground_temporal_v5_s43,shared-z/zonly,43,libero-plus,libero-plus/libero_goal,libero_goal,,1000,774,0.77400000,0.01322588,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_zonly_gr00t_sharedz_ground_temporal_v5_s43/results/libero-plus/libero_goal/overall_results.json,False
starVLA,ervla_zonly_gr00t_sharedz_ground_temporal_v5_s43,shared-z/zonly,43,libero-plus,libero-plus/libero_object,libero_object,,1000,846,0.84600000,0.01141420,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_zonly_gr00t_sharedz_ground_temporal_v5_s43/results/libero-plus/libero_object/overall_results.json,False
starVLA,ervla_zonly_gr00t_sharedz_ground_temporal_v5_s43,shared-z/zonly,43,libero-plus,libero-plus/libero_spatial,libero_spatial,,1000,798,0.79800000,0.01269630,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_zonly_gr00t_sharedz_ground_temporal_v5_s43/results/libero-plus/libero_spatial/overall_results.json,False
starVLA,ervla_zonly_pi_sharedz_ground_temporal,shared-z/zonly,42,libero-plus,libero-plus,libero_10,,1040,717,0.68942308,0.01434864,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_zonly_pi_sharedz_ground_temporal/results/libero-plus/overall_results.json,True
starVLA,ervla_zonly_pi_sharedz_ground_temporal,shared-z/zonly,42,libero-plus,libero-plus,libero_goal,,1038,814,0.78420039,0.01276851,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_zonly_pi_sharedz_ground_temporal/results/libero-plus/overall_results.json,True
starVLA,ervla_zonly_pi_sharedz_ground_temporal,shared-z/zonly,42,libero-plus,libero-plus,libero_object,,1037,878,0.84667310,0.01118865,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_zonly_pi_sharedz_ground_temporal/results/libero-plus/overall_results.json,True
starVLA,ervla_zonly_pi_sharedz_ground_temporal,shared-z/zonly,42,libero-plus,libero-plus,libero_spatial,,1034,812,0.78529981,0.01276949,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_zonly_pi_sharedz_ground_temporal/results/libero-plus/overall_results.json,True
starVLA,ervla_zonly_pi_sharedz_ground_temporal,shared-z/zonly,42,libero-plus,libero-plus/libero_10,libero_10,,1040,717,0.68942308,0.01434864,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_zonly_pi_sharedz_ground_temporal/results/libero-plus/libero_10/overall_results.json,False
starVLA,ervla_zonly_pi_sharedz_ground_temporal,shared-z/zonly,42,libero-plus,libero-plus/libero_goal,libero_goal,,1038,814,0.78420039,0.01276851,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_zonly_pi_sharedz_ground_temporal/results/libero-plus/libero_goal/overall_results.json,False
starVLA,ervla_zonly_pi_sharedz_ground_temporal,shared-z/zonly,42,libero-plus,libero-plus/libero_object,libero_object,,1037,878,0.84667310,0.01118865,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_zonly_pi_sharedz_ground_temporal/results/libero-plus/libero_object/overall_results.json,False
starVLA,ervla_zonly_pi_sharedz_ground_temporal,shared-z/zonly,42,libero-plus,libero-plus/libero_spatial,libero_spatial,,1034,812,0.78529981,0.01276949,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_zonly_pi_sharedz_ground_temporal/results/libero-plus/libero_spatial/overall_results.json,False
starVLA,ervla_zonly_pi_sharedz_ground_temporal_aug_s42,shared-z/zonly,42,libero-plus,libero-plus,libero_10,,1000,675,0.67500000,0.01481131,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_zonly_pi_sharedz_ground_temporal_aug_s42/results/libero-plus/overall_results.json,True
starVLA,ervla_zonly_pi_sharedz_ground_temporal_aug_s42,shared-z/zonly,42,libero-plus,libero-plus,libero_goal,,1000,749,0.74900000,0.01371127,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_zonly_pi_sharedz_ground_temporal_aug_s42/results/libero-plus/overall_results.json,True
