tree,run,arm,seed,benchmark,result_dir,suite_or_task,tag,n_episodes,successes,success_rate,se,checkpoint_step,source_path,is_full_protocol
starVLA,ervla_k2_pi_cam3d_cot05_pifix_nolatent,CoT-trace,42,libero-plus,libero-plus,libero_object,,64,46,0.71875000,0.05620115,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_k2_pi_cam3d_cot05_pifix_nolatent/results/libero-plus/overall_results.json,False
starVLA,ervla_k2_pi_cam3d_cot05_pifix_nolatent,CoT-trace,42,libero-plus,libero-plus,libero_spatial,,64,49,0.76562500,0.05295094,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_k2_pi_cam3d_cot05_pifix_nolatent/results/libero-plus/overall_results.json,False
starVLA,ervla_k2_pi_cam3d_cot05_pifix_nolatent,CoT-trace,42,libero-plus,libero-plus/libero_10,libero_10,,64,43,0.67187500,0.05869133,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_k2_pi_cam3d_cot05_pifix_nolatent/results/libero-plus/libero_10/overall_results.json,False
starVLA,ervla_k2_pi_cam3d_cot05_pifix_nolatent,CoT-trace,42,libero-plus,libero-plus/libero_goal,libero_goal,,64,51,0.79687500,0.05029060,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_k2_pi_cam3d_cot05_pifix_nolatent/results/libero-plus/libero_goal/overall_results.json,False
starVLA,ervla_k2_pi_cam3d_cot05_pifix_nolatent,CoT-trace,42,libero-plus,libero-plus/libero_object,libero_object,,64,46,0.71875000,0.05620115,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_k2_pi_cam3d_cot05_pifix_nolatent/results/libero-plus/libero_object/overall_results.json,False
starVLA,ervla_k2_pi_cam3d_cot05_pifix_nolatent,CoT-trace,42,libero-plus,libero-plus/libero_spatial,libero_spatial,,64,49,0.76562500,0.05295094,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_k2_pi_cam3d_cot05_pifix_nolatent/results/libero-plus/libero_spatial/overall_results.json,False
starVLA,ervla_k_pi_cam3d_cot05,CoT-trace,42,libero-plus,libero-plus,libero_10,,64,20,0.31250000,0.05793905,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_k_pi_cam3d_cot05/results/libero-plus/overall_results.json,False
starVLA,ervla_k_pi_cam3d_cot05,CoT-trace,42,libero-plus,libero-plus,libero_goal,,64,15,0.23437500,0.05295094,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_k_pi_cam3d_cot05/results/libero-plus/overall_results.json,False
starVLA,ervla_k_pi_cam3d_cot05,CoT-trace,42,libero-plus,libero-plus,libero_object,,64,28,0.43750000,0.06200980,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_k_pi_cam3d_cot05/results/libero-plus/overall_results.json,False
starVLA,ervla_k_pi_cam3d_cot05,CoT-trace,42,libero-plus,libero-plus,libero_spatial,,64,29,0.45312500,0.06222474,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_k_pi_cam3d_cot05/results/libero-plus/overall_results.json,False
starVLA,ervla_k_pi_cam3d_cot05,CoT-trace,42,libero-plus,libero-plus/libero_10,libero_10,,64,20,0.31250000,0.05793905,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_k_pi_cam3d_cot05/results/libero-plus/libero_10/overall_results.json,False
starVLA,ervla_k_pi_cam3d_cot05,CoT-trace,42,libero-plus,libero-plus/libero_goal,libero_goal,,64,15,0.23437500,0.05295094,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_k_pi_cam3d_cot05/results/libero-plus/libero_goal/overall_results.json,False
starVLA,ervla_k_pi_cam3d_cot05,CoT-trace,42,libero-plus,libero-plus/libero_object,libero_object,,64,28,0.43750000,0.06200980,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_k_pi_cam3d_cot05/results/libero-plus/libero_object/overall_results.json,False
starVLA,ervla_k_pi_cam3d_cot05,CoT-trace,42,libero-plus,libero-plus/libero_spatial,libero_spatial,,64,29,0.45312500,0.06222474,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_k_pi_cam3d_cot05/results/libero-plus/libero_spatial/overall_results.json,False
starVLA,ervla_k_pi_cam3d_cot05_masked,CoT-trace,42,libero-plus,libero-plus,libero_10,,64,47,0.73437500,0.05520818,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_k_pi_cam3d_cot05_masked/results/libero-plus/overall_results.json,False
starVLA,ervla_k_pi_cam3d_cot05_masked,CoT-trace,42,libero-plus,libero-plus,libero_goal,,64,54,0.84375000,0.04538652,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_k_pi_cam3d_cot05_masked/results/libero-plus/overall_results.json,False
starVLA,ervla_k_pi_cam3d_cot05_masked,CoT-trace,42,libero-plus,libero-plus,libero_object,,64,53,0.82812500,0.04715897,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_k_pi_cam3d_cot05_masked/results/libero-plus/overall_results.json,False
starVLA,ervla_k_pi_cam3d_cot05_masked,CoT-trace,42,libero-plus,libero-plus,libero_spatial,,64,52,0.81250000,0.04878905,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_k_pi_cam3d_cot05_masked/results/libero-plus/overall_results.json,False
starVLA,ervla_k_pi_cam3d_cot05_masked,CoT-trace,42,libero-plus,libero-plus/libero_10,libero_10,,64,47,0.73437500,0.05520818,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_k_pi_cam3d_cot05_masked/results/libero-plus/libero_10/overall_results.json,False
starVLA,ervla_k_pi_cam3d_cot05_masked,CoT-trace,42,libero-plus,libero-plus/libero_goal,libero_goal,,64,54,0.84375000,0.04538652,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_k_pi_cam3d_cot05_masked/results/libero-plus/libero_goal/overall_results.json,False
starVLA,ervla_k_pi_cam3d_cot05_masked,CoT-trace,42,libero-plus,libero-plus/libero_object,libero_object,,64,53,0.82812500,0.04715897,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_k_pi_cam3d_cot05_masked/results/libero-plus/libero_object/overall_results.json,False
starVLA,ervla_k_pi_cam3d_cot05_masked,CoT-trace,42,libero-plus,libero-plus/libero_spatial,libero_spatial,,64,52,0.81250000,0.04878905,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_k_pi_cam3d_cot05_masked/results/libero-plus/libero_spatial/overall_results.json,False
starVLA,ervla_l_split14_gr00t_action,GR00T/other-backbone,42,libero-plus,libero-plus,libero_10,,64,42,0.65625000,0.05936986,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_l_split14_gr00t_action/results/libero-plus/overall_results.json,False
starVLA,ervla_l_split14_gr00t_action,GR00T/other-backbone,42,libero-plus,libero-plus,libero_goal,,64,43,0.67187500,0.05869133,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_l_split14_gr00t_action/results/libero-plus/overall_results.json,False
starVLA,ervla_l_split14_gr00t_action,GR00T/other-backbone,42,libero-plus,libero-plus,libero_object,,64,42,0.65625000,0.05936986,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_l_split14_gr00t_action/results/libero-plus/overall_results.json,False
starVLA,ervla_l_split14_gr00t_action,GR00T/other-backbone,42,libero-plus,libero-plus,libero_spatial,,64,45,0.70312500,0.05711012,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_l_split14_gr00t_action/results/libero-plus/overall_results.json,False
starVLA,ervla_l_split14_gr00t_action,GR00T/other-backbone,42,libero-plus,libero-plus/libero_10,libero_10,,64,42,0.65625000,0.05936986,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_l_split14_gr00t_action/results/libero-plus/libero_10/overall_results.json,False
starVLA,ervla_l_split14_gr00t_action,GR00T/other-backbone,42,libero-plus,libero-plus/libero_goal,libero_goal,,64,43,0.67187500,0.05869133,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_l_split14_gr00t_action/results/libero-plus/libero_goal/overall_results.json,False
starVLA,ervla_l_split14_gr00t_action,GR00T/other-backbone,42,libero-plus,libero-plus/libero_object,libero_object,,64,42,0.65625000,0.05936986,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_l_split14_gr00t_action/results/libero-plus/libero_object/overall_results.json,False
starVLA,ervla_l_split14_gr00t_action,GR00T/other-backbone,42,libero-plus,libero-plus/libero_spatial,libero_spatial,,64,45,0.70312500,0.05711012,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_l_split14_gr00t_action/results/libero-plus/libero_spatial/overall_results.json,False
starVLA,ervla_m_overlap18_gr00t_action,GR00T/other-backbone,42,libero-plus,libero-plus,libero_10,,64,40,0.62500000,0.06051536,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_m_overlap18_gr00t_action/results/libero-plus/overall_results.json,False
starVLA,ervla_m_overlap18_gr00t_action,GR00T/other-backbone,42,libero-plus,libero-plus,libero_goal,,64,37,0.57812500,0.06173235,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_m_overlap18_gr00t_action/results/libero-plus/overall_results.json,False
starVLA,ervla_m_overlap18_gr00t_action,GR00T/other-backbone,42,libero-plus,libero-plus,libero_object,,64,46,0.71875000,0.05620115,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_m_overlap18_gr00t_action/results/libero-plus/overall_results.json,False
starVLA,ervla_m_overlap18_gr00t_action,GR00T/other-backbone,42,libero-plus,libero-plus,libero_spatial,,64,39,0.60937500,0.06098631,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_m_overlap18_gr00t_action/results/libero-plus/overall_results.json,False
starVLA,ervla_m_overlap18_gr00t_action,GR00T/other-backbone,42,libero-plus,libero-plus/libero_10,libero_10,,64,40,0.62500000,0.06051536,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_m_overlap18_gr00t_action/results/libero-plus/libero_10/overall_results.json,False
starVLA,ervla_m_overlap18_gr00t_action,GR00T/other-backbone,42,libero-plus,libero-plus/libero_goal,libero_goal,,64,37,0.57812500,0.06173235,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_m_overlap18_gr00t_action/results/libero-plus/libero_goal/overall_results.json,False
starVLA,ervla_m_overlap18_gr00t_action,GR00T/other-backbone,42,libero-plus,libero-plus/libero_object,libero_object,,64,46,0.71875000,0.05620115,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_m_overlap18_gr00t_action/results/libero-plus/libero_object/overall_results.json,False
starVLA,ervla_m_overlap18_gr00t_action,GR00T/other-backbone,42,libero-plus,libero-plus/libero_spatial,libero_spatial,,64,39,0.60937500,0.06098631,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_m_overlap18_gr00t_action/results/libero-plus/libero_spatial/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d,encoder/mlm,42,libero-plus,libero-plus,libero_10,,64,40,0.62500000,0.06051536,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d/results/libero-plus/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d,encoder/mlm,42,libero-plus,libero-plus,libero_goal,,64,45,0.70312500,0.05711012,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d/results/libero-plus/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d,encoder/mlm,42,libero-plus,libero-plus,libero_object,,64,47,0.73437500,0.05520818,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d/results/libero-plus/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d,encoder/mlm,42,libero-plus,libero-plus,libero_spatial,,64,44,0.68750000,0.05793905,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d/results/libero-plus/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d,encoder/mlm,42,libero-plus,libero-plus/libero_10,libero_10,,64,40,0.62500000,0.06051536,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d/results/libero-plus/libero_10/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d,encoder/mlm,42,libero-plus,libero-plus/libero_goal,libero_goal,,64,45,0.70312500,0.05711012,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d/results/libero-plus/libero_goal/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d,encoder/mlm,42,libero-plus,libero-plus/libero_object,libero_object,,64,47,0.73437500,0.05520818,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d/results/libero-plus/libero_object/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d,encoder/mlm,42,libero-plus,libero-plus/libero_spatial,libero_spatial,,64,44,0.68750000,0.05793905,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d/results/libero-plus/libero_spatial/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d_rand,encoder/mlm,42,libero-plus,libero-plus,libero_10,,64,35,0.54687500,0.06222474,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d_rand/results/libero-plus/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d_rand,encoder/mlm,42,libero-plus,libero-plus,libero_goal,,64,42,0.65625000,0.05936986,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d_rand/results/libero-plus/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d_rand,encoder/mlm,42,libero-plus,libero-plus,libero_object,,64,53,0.82812500,0.04715897,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d_rand/results/libero-plus/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d_rand,encoder/mlm,42,libero-plus,libero-plus,libero_spatial,,64,53,0.82812500,0.04715897,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d_rand/results/libero-plus/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d_rand,encoder/mlm,42,libero-plus,libero-plus/libero_10,libero_10,,64,35,0.54687500,0.06222474,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d_rand/results/libero-plus/libero_10/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d_rand,encoder/mlm,42,libero-plus,libero-plus/libero_goal,libero_goal,,64,42,0.65625000,0.05936986,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d_rand/results/libero-plus/libero_goal/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d_rand,encoder/mlm,42,libero-plus,libero-plus/libero_object,libero_object,,64,53,0.82812500,0.04715897,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d_rand/results/libero-plus/libero_object/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d_rand,encoder/mlm,42,libero-plus,libero-plus/libero_spatial,libero_spatial,,64,53,0.82812500,0.04715897,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d_rand/results/libero-plus/libero_spatial/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop,encoder/mlm,42,libero-plus,libero-plus,libero_10,,64,45,0.70312500,0.05711012,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop/results/libero-plus/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop,encoder/mlm,42,libero-plus,libero-plus,libero_goal,,64,45,0.70312500,0.05711012,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop/results/libero-plus/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop,encoder/mlm,42,libero-plus,libero-plus,libero_object,,64,51,0.79687500,0.05029060,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop/results/libero-plus/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop,encoder/mlm,42,libero-plus,libero-plus,libero_spatial,,64,52,0.81250000,0.04878905,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop/results/libero-plus/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop,encoder/mlm,42,libero-plus,libero-plus/libero_10,libero_10,,64,45,0.70312500,0.05711012,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop/results/libero-plus/libero_10/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop,encoder/mlm,42,libero-plus,libero-plus/libero_goal,libero_goal,,64,45,0.70312500,0.05711012,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop/results/libero-plus/libero_goal/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop,encoder/mlm,42,libero-plus,libero-plus/libero_object,libero_object,,64,51,0.79687500,0.05029060,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop/results/libero-plus/libero_object/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop,encoder/mlm,42,libero-plus,libero-plus/libero_spatial,libero_spatial,,64,52,0.81250000,0.04878905,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop/results/libero-plus/libero_spatial/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_control,encoder/mlm,42,libero-plus,libero-plus,libero_10,,64,46,0.71875000,0.05620115,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_control/results/libero-plus/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_control,encoder/mlm,42,libero-plus,libero-plus,libero_goal,,64,48,0.75000000,0.05412659,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_control/results/libero-plus/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_control,encoder/mlm,42,libero-plus,libero-plus,libero_object,,64,54,0.84375000,0.04538652,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_control/results/libero-plus/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_control,encoder/mlm,42,libero-plus,libero-plus,libero_spatial,,64,51,0.79687500,0.05029060,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_control/results/libero-plus/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_control,encoder/mlm,42,libero-plus,libero-plus/libero_10,libero_10,,64,46,0.71875000,0.05620115,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_control/results/libero-plus/libero_10/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_control,encoder/mlm,42,libero-plus,libero-plus/libero_goal,libero_goal,,64,48,0.75000000,0.05412659,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_control/results/libero-plus/libero_goal/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_control,encoder/mlm,42,libero-plus,libero-plus/libero_object,libero_object,,64,54,0.84375000,0.04538652,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_control/results/libero-plus/libero_object/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_control,encoder/mlm,42,libero-plus,libero-plus/libero_spatial,libero_spatial,,64,51,0.79687500,0.05029060,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_control/results/libero-plus/libero_spatial/overall_results.json,False
starVLA,ervla_n_overlap18_structaux_cot,CoT-trace,42,libero-plus,libero-plus,libero_10,,64,37,0.57812500,0.06173235,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_n_overlap18_structaux_cot/results/libero-plus/overall_results.json,False
starVLA,ervla_n_overlap18_structaux_cot,CoT-trace,42,libero-plus,libero-plus,libero_goal,,64,40,0.62500000,0.06051536,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_n_overlap18_structaux_cot/results/libero-plus/overall_results.json,False
starVLA,ervla_n_overlap18_structaux_cot,CoT-trace,42,libero-plus,libero-plus,libero_object,,64,50,0.78125000,0.05167483,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_n_overlap18_structaux_cot/results/libero-plus/overall_results.json,False
starVLA,ervla_n_overlap18_structaux_cot,CoT-trace,42,libero-plus,libero-plus,libero_spatial,,64,51,0.79687500,0.05029060,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_n_overlap18_structaux_cot/results/libero-plus/overall_results.json,False
starVLA,ervla_n_overlap18_structaux_cot,CoT-trace,42,libero-plus,libero-plus/libero_10,libero_10,,64,37,0.57812500,0.06173235,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_n_overlap18_structaux_cot/results/libero-plus/libero_10/overall_results.json,False
starVLA,ervla_n_overlap18_structaux_cot,CoT-trace,42,libero-plus,libero-plus/libero_goal,libero_goal,,64,40,0.62500000,0.06051536,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_n_overlap18_structaux_cot/results/libero-plus/libero_goal/overall_results.json,False
starVLA,ervla_n_overlap18_structaux_cot,CoT-trace,42,libero-plus,libero-plus/libero_object,libero_object,,64,50,0.78125000,0.05167483,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_n_overlap18_structaux_cot/results/libero-plus/libero_object/overall_results.json,False
starVLA,ervla_n_overlap18_structaux_cot,CoT-trace,42,libero-plus,libero-plus/libero_spatial,libero_spatial,,64,51,0.79687500,0.05029060,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_n_overlap18_structaux_cot/results/libero-plus/libero_spatial/overall_results.json,False
starVLA,ervla_o_split14_pi_cot,CoT-trace,42,libero-plus,libero-plus,libero_10,,64,32,0.50000000,0.06250000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_o_split14_pi_cot/results/libero-plus/overall_results.json,False
starVLA,ervla_o_split14_pi_cot,CoT-trace,42,libero-plus,libero-plus,libero_goal,,64,13,0.20312500,0.05029060,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_o_split14_pi_cot/results/libero-plus/overall_results.json,False
starVLA,ervla_o_split14_pi_cot,CoT-trace,42,libero-plus,libero-plus,libero_object,,64,28,0.43750000,0.06200980,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_o_split14_pi_cot/results/libero-plus/overall_results.json,False
starVLA,ervla_o_split14_pi_cot,CoT-trace,42,libero-plus,libero-plus,libero_spatial,,64,31,0.48437500,0.06246947,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_o_split14_pi_cot/results/libero-plus/overall_results.json,False
starVLA,ervla_o_split14_pi_cot,CoT-trace,42,libero-plus,libero-plus/libero_10,libero_10,,64,32,0.50000000,0.06250000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_o_split14_pi_cot/results/libero-plus/libero_10/overall_results.json,False
starVLA,ervla_o_split14_pi_cot,CoT-trace,42,libero-plus,libero-plus/libero_goal,libero_goal,,64,13,0.20312500,0.05029060,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_o_split14_pi_cot/results/libero-plus/libero_goal/overall_results.json,False
starVLA,ervla_o_split14_pi_cot,CoT-trace,42,libero-plus,libero-plus/libero_object,libero_object,,64,28,0.43750000,0.06200980,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_o_split14_pi_cot/results/libero-plus/libero_object/overall_results.json,False
starVLA,ervla_o_split14_pi_cot,CoT-trace,42,libero-plus,libero-plus/libero_spatial,libero_spatial,,64,31,0.48437500,0.06246947,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_o_split14_pi_cot/results/libero-plus/libero_spatial/overall_results.json,False
starVLA,ervla_o_split14_pi_cot_masked,CoT-trace,42,libero-plus,libero-plus,libero_10,,64,39,0.60937500,0.06098631,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_o_split14_pi_cot_masked/results/libero-plus/overall_results.json,False
starVLA,ervla_o_split14_pi_cot_masked,CoT-trace,42,libero-plus,libero-plus,libero_goal,,64,40,0.62500000,0.06051536,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_o_split14_pi_cot_masked/results/libero-plus/overall_results.json,False
starVLA,ervla_o_split14_pi_cot_masked,CoT-trace,42,libero-plus,libero-plus,libero_object,,64,50,0.78125000,0.05167483,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_o_split14_pi_cot_masked/results/libero-plus/overall_results.json,False
starVLA,ervla_o_split14_pi_cot_masked,CoT-trace,42,libero-plus,libero-plus,libero_spatial,,64,49,0.76562500,0.05295094,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_o_split14_pi_cot_masked/results/libero-plus/overall_results.json,False
starVLA,ervla_o_split14_pi_cot_masked,CoT-trace,42,libero-plus,libero-plus/libero_10,libero_10,,64,39,0.60937500,0.06098631,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_o_split14_pi_cot_masked/results/libero-plus/libero_10/overall_results.json,False
starVLA,ervla_o_split14_pi_cot_masked,CoT-trace,42,libero-plus,libero-plus/libero_goal,libero_goal,,64,40,0.62500000,0.06051536,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_o_split14_pi_cot_masked/results/libero-plus/libero_goal/overall_results.json,False
starVLA,ervla_o_split14_pi_cot_masked,CoT-trace,42,libero-plus,libero-plus/libero_object,libero_object,,64,50,0.78125000,0.05167483,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_o_split14_pi_cot_masked/results/libero-plus/libero_object/overall_results.json,False
starVLA,ervla_o_split14_pi_cot_masked,CoT-trace,42,libero-plus,libero-plus/libero_spatial,libero_spatial,,64,49,0.76562500,0.05295094,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_o_split14_pi_cot_masked/results/libero-plus/libero_spatial/overall_results.json,False
starVLA,ervla_p_causal_pi_masked,causal,42,libero-plus,libero-plus,libero_10,,64,37,0.57812500,0.06173235,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_p_causal_pi_masked/results/libero-plus/overall_results.json,False
starVLA,ervla_p_causal_pi_masked,causal,42,libero-plus,libero-plus,libero_goal,,64,44,0.68750000,0.05793905,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_p_causal_pi_masked/results/libero-plus/overall_results.json,False
